feelings,comments,questions
1,it is fun,tp008
0,-,tp008
1,i think yes,tp008
0,GLOBAL WARMING AND TO CONNECT WITH NATURE,tp008
1,-,tp008
1,-,tp008
0,-,tp008
0,-,tp008
0,-,tp008
1,-,tp008
1,-_- -_- I don't kow???  i'm just a kid,tp008
4,added costs to businesses for peoples personal feelings that arent businesses fault.,tp008
0,-,tp008
1,-,tp008
0,-,tp008
0,-,tp008
0,-,tp008
0,-,tp008
0,its our responsibility to nature to care forit and show it respect,tp008
1,-,tp008
0,-,tp008
0,-,tp008
2,-,tp008
0,that life s a le,tp008
1,lagi,tp008
3,vgssvvgsh,tp008
0,it will encourage us to give back and take care of our local environment. improveour mental health,tp008
1,yrrt,tp008
2,eet,tp008
0,-,tp008
3,yfff,tp008
0,fr,tp008
0,-,tp008
1,ggggg,tp008
0,it should be morearoubd peoples lives,tp008
1,because it will help with our ecology,tp008
2,i dont know what it is for so yeah,tp008
1,-,tp008
2,vhxjhchjdsfhjdfbffb,tp008
1,-,tp008
1,its time we invested time back to our land,tp008
2,-,tp008
2,-,tp008
2,-,tp008
2,-,tp008
2,dont care,tp008
4,gggggrrrrraaaahhhhh,tp008
3,-,tp008
2,-,tp008
2,-,tp008
2,-,tp008
4,-,tp008
2,-,tp008
1,-,tp008
1,-,tp008
0,-,tp008
2,dont really understand the question. how does nature benefit from this?,tp008
0,-,tp008
2,-,tp008
0,-,tp008
0,i that it is a good thing we should do because nature dose so much for us all,tp008
2,-,tp008
1,-,tp008
0,because we take from the land and e should give back,tp008
0,-,tp008
0,-,tp008
1,-,tp008
0,idk,tp008
0,i kea,tp008
2,work is better,tp008
1,-,tp008
0,-,tp008
0,giving back to the planet that we live on is a great idea,tp008
1,-,tp008
0,-,tp008
0,this is cool,tp008
2,hi,tp008
1,#### ..,tp008
1,that isa good idea,tp008
0,it is good,tp008
0,-,tp008
0,-,tp008
0,we needto take care of natue,tp008
1,i like nature,tp008
1,-,tp008
1,itis important tostay connected to o natural environment,tp008
0,that workplaces should d this or make a day for conservation volunteering once a month,tp008
0,beneficial for the  planet means its good for us,tp008
0,ths is cool,tp008
1,-,tp008
0,important for the future,tp008
2,-,tp008
0,-,tp008
0,should be more then one day,tp008
1,its good,tp008
0,-,tp008
0,good for the soul,tp008
0,hatsune #### is da best,tp008
0,HATSUNE #### IS THE BEST,tp008
0,-,tp008
0,new experiences,tp008
1,that it couldhappen,tp008
1,we sould give back becuse natuer has given so much,tp008
2,nature is  stupid,tp008
4,jdr,tp008
0,tht its good to help nature,tp008
2,idk,tp008
1,I think it's a good idea to learn out roots. BUT I don't get the question. please elaborate.,tp008
0,he pai tenei whakaro ki ahau,tp008
0,he pai tera whÄkaaro. ka awhi matau i te ao.,tp008
0,earth needs more rest,tp008
1,it is the perfect time to start a different away to clean our rivers and lakes..,tp008
0,-,tp008
3,-,tp008
3,gaubcdsjz hhhsfhhfh,tp008
2,tkal,tp008
3,i think that we shouldof never stared littering,tp008
1,i think that would be great. it would give us a chance to under stand natere,tp008
0,i think we should give backto nachter,tp008
1,-,tp008
0,i am veronica,tp008
0,-,tp008
1,-,tp008
0,excited,tp008
0,we can make a difference,tp008
1,dyhddjj,tp008
1,i think the nvironment is good and needs help,tp008
0,that would be an alright idear,tp008
0,cool idear tbf,tp008
1,yeet,tp008
1,im built different,tp008
0,sub to deam pogs,tp008
0,fearne,tp008
0,-,tp008
0,-,tp008
0,it's a fine idea. Unfortunately we are culturally obsessed with economic growth. I can't see it becoming a reality yet.,tp008
1,-,tp008
0,it will help nz with connecting and feeling a part of nature. this will encourageus to protect our heritage,tp008
0,-,tp008
4,cuz y not,tp008
3,chffmchvhvd,tp008
1,we need to respect our earth.many employers and business people will only do this when they must.,tp008
1,we shoud all care and try hrd,tp008
0,-,tp008
1,seems pretty pogchamp to me,tp008
0,i thinkis is a greatidea as itmeans we can keep nz moe connectedwith nature,tp008
1,it lcool bruh,tp008
1,-,tp008
0,-,tp008
1,nature is incredibly healing and non threatening. it creates calm.,tp008
0,-,tp008
0,I love the idea,tp008
0,its amazing,tp008
0,it is important to maintain a healthy ecological system,tp008
0,it would be awesome to give back to nature,tp008
0,awesomness,tp008
1,I think that this is a good idea and that our enviorment really does mean somthing to us and that we care about what happens to New Zealand.,tp008
4,becausei dont care abour it,tp008
0,happpy,tp008
3,becausei feel like iwont fitin at my new collage next year,tp008
2,becauseim 6 YEARS OLD,tp008
3,I feel really worried about my new scool this year because I might not make any friends.,tp008
0,I am excited because my new scool might be cool!,tp008
1,-,tp008
2,IJUST HATE TIS PLAB ÄÄT CÄÄSÄ,tp008
0,-,tp008
4,-,tp008
0,because we live in a beautiful green country and we want to keep itthat way,tp008
3,because we all nee to work,tp008
0,bum,tp008
2,tiko,tp008
1,we are nature. sometimes we just forget it.,tp008
0,its needed,tp008
2,that it could be a good idea but you dont need a day off for it,tp008
2,it seems a bitstupid honestly,tp008
0,-,tp008
0,-,tp008
2,Should be choice. Not mandatory.,tp008
0,the calm and beauty if nature is the best therapy,tp008
0,-,tp008
0,this idea is beautiful. one needs to be grounded with their whenua,tp008
0,-,tp008
2,idc,tp008
1,-,tp008
2,bing bong,tp008
1,-,tp008
1,This year  has brought many challanges but hopeful next year,tp008
0,I met abeautiful person on this earth,tp008
0,-,tp008
0,-,tp008
1,-,tp008
1,it encourages the soul abd revitalises the spirit to know of tge great outdooes under gids direction,tp008
0,wondeful idea,tp008
0,it is great to be out enjoying nature. it is truely gteat foe the soul.,tp008
1,fun learning,tp008
0,-,tp008
0,it isiportan,tp008
1,nature is us,tp008
0,-,tp008
0,-,tp008
0,-,tp008
1,gives us the time to recconect and ground ourselves,tp008
1,time to refect and makes us appreciate our surroundings,tp008
0,-,tp008
3,-,tp008
4,the earth is dying,tp008
0,i think it is a great idea,tp008
0,-,tp008
0,we are animals. we need nature because that IS our healthiest and happiest habitat.,tp008
4,tessx,tp008
0,gdghxxx,tp008
3,you are such  a pig,tp008
2,you are so weird,tp008
4,because my mum wont let me have a pig,tp008
0,-,tp008
0,-,tp008
0,lockdown showed us how to slow down and appreciate whatsimportant. family and getting to enjoy a bit of a slower pace.  We should do that again and again,tp008
2,you big poo,tp008
4,my mum wont letme have a pony that I askedfor so much,tp008
0,dont get too caught up in things that dont matterin the long run,tp008
0,we should be excited about growing fruitand veggies and push that to everyonex,tp008
4,pie is um,tp008
2,thereshould be food because food is yummy for my but,tp008
2,meh,tp008
1,we have to look after nature,tp008
0,-,tp008
3,because lots of birdsaregoing extinked because of us humans and it makes me sad that they are going extinked.,tp008
2,this is shit,tp008
2,FÅªCK SÄKÄ,tp008
2,######## Arse Stinks,tp008
2,####### is a shit face,tp008
0,-,tp008
1,-,tp008
2,-,tp008
0,because i am happy,tp008
1,-,tp008
0,-,tp008
0,hi ####,tp008
1,hi,tp008
1,Hi ########,tp008
0,hi #### and ########,tp008
0,i love ####,tp008
0,Hi ### and ###,tp008
1,if,tp008
4,### is the best,tp008
0,-,tp008
2,idk,tp008
1,i thibk we should because it would be good for the enviroemn,tp008
0,I think thatit exitig causee then gud 4 meental heeth,tp008
2,let then do what they whant,tp008
0,I think thatthou art be best to do thou so that thee can all be jolly outside,tp008
1,we should do iht so it wiwll bee goood orthe enviroment,tp008
2,i dont know what to do i am to young to disied,tp008
0,Blimmy I think that weshoud watch some telly and have a cuppa tea to talk about this but it was da majorrity so i choose it,tp008
0,Mate. I think tis is best left to b left to dem proffesh Shila and gentsbut i want tobe happy,tp008
0,I just want exited t b spammed,tp008
0,we should help the trees as it would be good for are future genorations,tp008
0,BRO. nature is good cause we DIE wiout it! BRO.BRO IM TO YOUBG TODIE IM ONLY 7543 yrs old :( PLS DO IT,tp008
0,Nature IS amazibg and we should protect it AND NOT IGNORE IT,tp008
0,i agree with my freinds,tp008
0,LONG LIVE THE QUEEN... Oh whoops i mean LOG LIVE NAURE!!!,tp008
0,i like te papa!,tp008
2,i dont undersand is question !!!!!,tp008
0,Um my friends told me todo this but im not at school so imma do happy wait why am i explsinninng ######## so yea,tp008
0,"This will start conversations, help people to stop, slow down, appreciate and take this issue seriously.  Also involve you with projects and ways to help that they may not have been aware of.  For example Planting on the town belt, cleaning up the beaches, the divers cleaning up",tp008
0,-,tp008
0,we should all have the opportunity to spend time in nature and maybe we will come to appreciate  it more and care for it too,tp008
0,-,tp008
0,-,tp008
4,pissed,tp008
2,-,tp008
1,yes,tp008
4,nzhggggfpooooooo,tp008
3,sdghgsdhd,tp008
0,-,tp008
1,-,tp008
0,-,tp008
2,fdfg,tp008
1,-,tp008
0,hopeful,tp008
1,-,tp008
1,-,tp008
0,-,tp008
0,-,tp008
0,nature isgood  for the soul,tp008
0,r cool,tp008
2,gefe,tp008
0,gefe,tp008
0,happy,tp008
1,-,tp008
0,-,tp008
1,cherish our land and give back to what it gave us..,tp008
0,fun,tp008
0,funnnnnnnnn!!!!!!!,tp008
1,-,tp008
0,people are starting to care more about their natural environments collectively and this could be the start of an environmental regeneration,tp008
3,im worried about the effects of human pollution,tp008
4,-,tp008
4,im angy,tp008
0,cos work sucs,tp008
1,itallows you to heargecalming serenity of natureadhelpsus see thingswith a new perspective. Which ussoething I thin   klock down took away.,tp008
0,Nature is essential. to eat to breath tolive. it is good to get back in touch. both phisically and mentally nature benefits us andhelps us recover from stress. even a walk in the field helps.,tp008
1,as we grow to understand we are apart of nature and not apart from nature. may we remember the natural forces which sustaine our very existence and treat it as the taonga it is,tp008
0,we are nature,tp008
1,-,tp008
1,i love nature,tp008
1,i lke . sike thstis te wrog nmber,tp008
2,jcdhfxkgxfsjdddggsfadfkhfhdx,tp008
0,-,tp008
0,-,tp008
0,-,tp008
0,dsssssss,tp008
0,-,tp008
0,-,tp008
1,-,tp008
0,because nature makes one feel calm and peaceful.,tp008
0,lit,tp008
1,epaac,tp008
0,-,tp008
0,-,tp008
0,-,tp008
1,-,tp008
1,-,tp008
0,-,tp008
1,-,tp008
0,because more people should bein nature,tp008
0,-,tp008
0,qwerty,tp008
0,-,tp008
0,my girlfrend,tp008
0,freesia,tp008
0,but unlikely especially as a health worker,tp008
1,we need a connection to our land and preservethe land as much as we can,tp008
1,-,tp008
0,-,tp008
0,NATURE  IS Great for wellbeing,tp008
1,it makes me happy,tp008
4,-,tp008
0,-,tp008
1,it may teach more people to respect our environment,tp008
1,We are pokerpo,tp008
0,-,tp008
0,more people will do sometng to regenerate the environment,tp008
0,good,tp008
0,-,tp008
0,-,tp008
1,-,tp008
0,i love my planet,tp008
4,you can dowhatever you like on your day off. nobody cares,tp008
4,might as well make it a paid day off also...pathetic idea as you can do as you wish on your days off,tp008
4,giving peoplÄ tÅÅ mÄny ÄntÄ«tlÄmÄnts mÄkÄs mÄ wÄnt tÅ Ånly hÄ«rÄ mÅrÄ Ä«mmÄ«grÄnts hÄhÄhÄhÄhÄ ÄsÄ bÅ«sÄ«nÄsss ÅwnÄr..........,tp008
0,this helps us be anchored in new life,tp008
2,its dumb,tp008
1,-,tp008
0,-,tp008
1,-,tp008
0,-,tp008
0,clears your mind,tp008
0,-,tp008
0,very good idea to get people connected wit the environment.. happier healthier people,tp008
2,im nota land owner,tp008
0,-,tp008
1,because we all need more time to think about and act on our wellbeing. nature helps and grows us,tp008
1,-,tp008
2,-,tp008
1,got through first lockdown plus second cluster seems under control,tp008
0,-,tp008
1,-,tp008
0,this is a great idea.,tp008
0,The whenua is healing and spending time caring for her is mutually beneficial,tp008
0,-,tp008
1,-,tp008
1,that would free up mental space,tp008
1,-,tp008
2,smells,tp008
0,yuikl,tp008
2,hoani,tp008
1,-,tp008
1,-,tp008
2,"The range of answers provided did not include mine. Yes, I agree emphatically that contact with the natural environment is essential for health (and, I would add that the utterly insane hygiene theatre of obsessive hand washing, sanitisation and surface disinfection, unsupported",tp008
1,-,tp008
3,"Main benefit of contact with Nature is diverse microbial exposures. The insane hygiene theatre (pointless for a respiratory virus) is causing depletion of our microbiome, and will lead to chronic diseases associated with pro-inflammatory state (like obesity, allergies, depression",tp008
0,if it s paid,tp008
1,if everyone hels,tp008
0,corporations are the death of our environment,tp008
1,-,tp008
0,-,tp008
0,its needed,tp008
0,-,tp008
0,for ourmental health,tp008
1,-,tp008
0,good idea,tp008
0,-,tp008
1,-,tp008
0,its important for your mental health to conect with nature,tp008
1,-,tp008
0,that is a great idea love it,tp008
0,-,tp008
0,-,tp008
1,-,tp008
1,-,tp008
0,-,tp008
0,cause of long tern stustainability,tp008
0,-,tp008
3,PPL SUCK,tp008
1,great idea,tp008
3,becuse my life sucks,tp008
4,im angry because isaw tge polution part abd i ate it XX,tp008
0,-,tp008
1,i love learning aboutdifferent birds and old stuff,tp008
0,i like it,tp008
0,i love this place soooo much,tp008
0,-,tp008
0,-,tp008
2,the envurobmeb sfir shnuxks,tp008
0,everyone needs toplay a part in taking care of our land,tp008
0,"Super important to regularly connect with nature for our wellbeing, but we need time and encouragement to do this.",tp008
1,The life cycle naturally ebbs and flows as do emotions.,tp008
1,-,tp008
1,-,tp008
0,nature is our playground and home.... respect it,tp008
1,scared,tp008
0,because i like nature,tp008
0,i feel great that some birds thatwe love are still ok,tp008
4,people should stop hunting nd trapping birds turn yourselves in,tp008
0,im so happy that everyone can love birds and study birds they are very good for traditons,tp008
0,like eating for my dad,tp008
0,natureis what we needto survive and thrive,tp008
0,im happy that there are birds for me to study so thank you mther nature,tp008
0,-,tp008
0,-,tp008
0,i think these birds should live for ever,tp008
0,they are fun,tp008
0,I think we shoud give back to nature what nature gave to us.,tp008
1,We need to care so our childrens children have the same wonderful natural opportunities we had.,tp008
1,-,tp008
1,-,tp008
1,-,tp008
1,-,tp008
0,-,tp008
0,-,tp008
2,good for some. detrimental for others,tp008
2,cool idea but this wouldnt be viable for all workplaces,tp008
1,we need money to function in society. humans are the plants parasite,tp008
0,-,tp008
1,-,tp008
1,-,tp008
3,-,tp008
0,-,tp008
4,-,tp008
1,-,tp008
0,grounding  mindest therapy senseof peace,tp008
0,it gives people the break they need,tp008
3,-,tp008
0,-,tp008
4,-,tp008
2,$$$$$$$$$$$$$$$$$$$5,tp008
2,jhsdggjdfj,tp008
2,#-#$+&_,tp008
2,gcnxcngchdfs cfds,tp008
0,-,tp008
2,gdgh,tp008
2,hmjfdchjkdcf,tp008
2,djfdjh,tp008
2,-,tp008
2,-,tp008
2,im hfdjhhfd,tp008
2,hdfjdskg,tp008
2,zc,tp008
3,annoying,tp008
2,jgghgggggj,tp008
2,hgyjgjgj,tp008
2,jhfjkmmjhkkhjmgx,tp008
2,jmxjmmbjjdxhjdsx,tp008
2,headache,tp008
2,dgbgxwgd,tp008
2,ggjdw,tp008
2,im dead,tp008
2,pee,tp008
0,poop,tp008
2,im in love,tp008
2,6432(&,tp008
3,cool!,tp008
2,hv c,tp008
1,climate action needs to be adressed,tp008
0,i think this a great idea t will help people realise they can do something within theirworking week when work sets the time for them to do it. help people to stop making execuses of not having the time,tp008
0,it would be a really great idea to get the comunity involved  WE ALL NEED TODO OUR PART!,tp008
1,because i care nd i think it will make a difference,tp008
0,thats really cool i would love to help,tp008
0,-,tp008
1,-,tp008
0,that would  be great,tp008
0,work sux,tp008
0,that ##### says work sux,tp008
0,cuz ### work sux,tp008
4,angry,tp008
1,-,tp008
0,-,tp008
0,gerry  brownlee is new zealands widest pileof garbage,tp008
1,i would turn gay for chloe swarbric,tp008
1,that air pollution should be stopped so that spiecies of penguins can survivi,tp008
4,-,tp008
2,-,tp008
1,one day is better than no days,tp008
0,i think it nice and cool to show peopel that they have never se,tp008
0,because  I am happy some times,tp008
1,the next generation are a lot more aware of our environmeny,tp008
0,-,tp008
0,-,tp008
0,-,tp008
0,case im here with a frend,tp008
0,cas im herÄ wÄ«th Ä frÄ«Änd,tp008
0,lÄ«fÄ,tp008
0,-,tp008
0,because its important to look after nature for generations to come,tp008
0,yes nature is a prime example to our heritage .This gives use natural fresh air that the lord gave us,tp008
0,ITS A GREATCHANCE,tp008
0,we need nature. we need to support naureto survive,tp008
0,-,tp008
0,-,tp008
1,-,tp008
0,we should get to work by foot or bike more often,tp008
0,-,tp008
0,"sfgchg;+&653311#@$&+++-;::''""*.   ppppppppppppppppppppkkbjnvg",tp008
3,what if it doesnt work?,tp008
